ENSEMBL_gene,HGNC_symbol,HGNC_symbol_unique
ENSG00000168569,TMEM223,TMEM223-168569
ENSG00000269176,ENSG00000269176.2,ENSG00000269176.2-269176
ENSG00000269463,ENSG00000269463.1,ENSG00000269463.1-269463
ENSG00000256690,STX5-DT,STX5-DT-256690
ENSG00000255717,SNHG1,SNHG1-255717
ENSG00000257002,CHRM1-AS1,CHRM1-AS1-257002
ENSG00000285388,ENSG00000285388.1,ENSG00000285388.1-285388
ENSG00000239924,RPL29P22,RPL29P22-239924
ENSG00000256181,ENSG00000256181.1,ENSG00000256181.1-256181
ENSG00000275598,ENSG00000275598.1,ENSG00000275598.1-275598
ENSG00000287412,ENSG00000287412.1,ENSG00000287412.1-287412
ENSG00000203520,ENSG00000203520.3,ENSG00000203520.3-203520
ENSG00000256789,LNCROPM,LNCROPM-256789
ENSG00000271100,ENSG00000271100.1,ENSG00000271100.1-271100
ENSG00000176340,COX8A,COX8A-176340
ENSG00000256100,ENSG00000256100.1,ENSG00000256100.1-256100
ENSG00000256824,ENSG00000256824.1,ENSG00000256824.1-256824
ENSG00000256481,ENSG00000256481.1,ENSG00000256481.1-256481
ENSG00000256341,ENSG00000256341.1,ENSG00000256341.1-256341
ENSG00000288852,ENSG00000288852.1,ENSG00000288852.1-288852
ENSG00000289486,ENSG00000289486.2,ENSG00000289486.2-289486
ENSG00000256116,ENSG00000256116.1,ENSG00000256116.1-256116
ENSG00000286264,ENSG00000286264.2,ENSG00000286264.2-286264
ENSG00000256940,PPP1R14B-AS1,PPP1R14B-AS1-256940
ENSG00000257086,ENSG00000257086.1,ENSG00000257086.1-257086
ENSG00000207024,Y_RNA,Y_RNA-207024
ENSG00000236935,ENSG00000236935.3,ENSG00000236935.3-236935
ENSG00000231680,LINC02723,LINC02723-231680
ENSG00000231492,ENSG00000231492.3,ENSG00000231492.3-231492
ENSG00000181908,LINC02724,LINC02724-181908
ENSG00000286816,ENSG00000286816.1,ENSG00000286816.1-286816
ENSG00000232500,ENSG00000232500.2,ENSG00000232500.2-232500
ENSG00000237363,ENSG00000237363.1,ENSG00000237363.1-237363
ENSG00000237410,NRXN2-AS1,NRXN2-AS1-237410
ENSG00000289058,ENSG00000289058.2,ENSG00000289058.2-289058
ENSG00000269038,SF1-DT,SF1-DT-269038
ENSG00000230835,ENSG00000230835.1,ENSG00000230835.1-230835
ENSG00000229719,MIR194-2HG,MIR194-2HG-229719
ENSG00000254501,ENSG00000254501.1,ENSG00000254501.1-254501
ENSG00000255173,ENSG00000255173.1,ENSG00000255173.1-255173
ENSG00000278952,ENSG00000278952.1,ENSG00000278952.1-278952
ENSG00000149806,FAU,FAU-149806
ENSG00000149792,MRPL49,MRPL49-149792
ENSG00000254614,CAPN1-AS1,CAPN1-AS1-254614
ENSG00000287821,ENSG00000287821.1,ENSG00000287821.1-287821
ENSG00000285816,ENSG00000285816.1,ENSG00000285816.1-285816
ENSG00000287917,ENSG00000287917.3,ENSG00000287917.3-287917
ENSG00000289231,ENSG00000289231.1,ENSG00000289231.1-289231
ENSG00000255478,ENSG00000255478.1,ENSG00000255478.1-255478
ENSG00000290057,ENSG00000290057.1,ENSG00000290057.1-290057
ENSG00000245532,NEAT1,NEAT1-245532
ENSG00000278144,ENSG00000278144.1,ENSG00000278144.1-278144
ENSG00000278050,ENSG00000278050.1,ENSG00000278050.1-278050
ENSG00000277599,ENSG00000277599.1,ENSG00000277599.1-277599
ENSG00000275948,ENSG00000275948.1,ENSG00000275948.1-275948
ENSG00000291174,FAUP4,FAUP4-291174
ENSG00000173727,FAUP4,FAUP4-173727
ENSG00000289259,ENSG00000289259.2,ENSG00000289259.2-289259
ENSG00000289883,ENEMAL,ENEMAL-289883
ENSG00000279243,LINC02736,LINC02736-279243
ENSG00000286756,ENSG00000286756.3,ENSG00000286756.3-286756
ENSG00000290061,ENSG00000290061.1,ENSG00000290061.1-290061
ENSG00000251562,MALAT1,MALAT1-251562
ENSG00000270117,ENSG00000270117.2,ENSG00000270117.2-270117
ENSG00000289740,TALAM1,TALAM1-289740
ENSG00000278217,ENSG00000278217.1,ENSG00000278217.1-278217
ENSG00000274072,ENSG00000274072.1,ENSG00000274072.1-274072
ENSG00000279093,ENSG00000279093.1,ENSG00000279093.1-279093
ENSG00000260233,ZNRD2-DT,ZNRD2-DT-260233
ENSG00000290026,ENSG00000290026.1,ENSG00000290026.1-290026
ENSG00000289339,ENSG00000289339.2,ENSG00000289339.2-289339
ENSG00000285533,RELA-DT,RELA-DT-285533
ENSG00000255557,ENSG00000255557.1,ENSG00000255557.1-255557
ENSG00000255120,OVOL1-AS1,OVOL1-AS1-255120
ENSG00000255404,ENSG00000255404.1,ENSG00000255404.1-255404
ENSG00000254867,ENSG00000254867.1,ENSG00000254867.1-254867
ENSG00000286459,ENSG00000286459.1,ENSG00000286459.1-286459
ENSG00000255038,ENSG00000255038.1,ENSG00000255038.1-255038
ENSG00000255320,ENSG00000255320.2,ENSG00000255320.2-255320
ENSG00000254461,ENSG00000254461.1,ENSG00000254461.1-254461
ENSG00000254855,KLC2-AS1,KLC2-AS1-254855
ENSG00000254762,KLC2-AS2,KLC2-AS2-254762
ENSG00000245156,ENSG00000245156.1,ENSG00000245156.1-245156
ENSG00000254452,ENSG00000254452.1,ENSG00000254452.1-254452
ENSG00000289560,ENSG00000289560.2,ENSG00000289560.2-289560
ENSG00000254458,ENSG00000254458.1,ENSG00000254458.1-254458
ENSG00000254756,ENSG00000254756.1,ENSG00000254756.1-254756
ENSG00000255468,B4GAT1-DT,B4GAT1-DT-255468
ENSG00000276918,Metazoa_SRP,Metazoa_SRP-276918
ENSG00000254510,ENSG00000254510.3,ENSG00000254510.3-254510
ENSG00000201733,ENSG00000201733.1,ENSG00000201733.1-201733
ENSG00000174547,MRPL11,MRPL11-174547
ENSG00000254596,ENSG00000254596.1,ENSG00000254596.1-254596
ENSG00000255517,DPP3-DT,DPP3-DT-255517
ENSG00000256349,ENSG00000256349.1,ENSG00000256349.1-256349
ENSG00000286688,ENSG00000286688.1,ENSG00000286688.1-286688
ENSG00000250105,ACTN3-AS1,ACTN3-AS1-250105
ENSG00000179038,ENSG00000179038.8,ENSG00000179038.8-179038
ENSG00000287934,ENSG00000287934.1,ENSG00000287934.1-287934
ENSG00000287851,ENSG00000287851.1,ENSG00000287851.1-287851
ENSG00000256514,ENSG00000256514.1,ENSG00000256514.1-256514
ENSG00000274251,ENSG00000274251.1,ENSG00000274251.1-274251
ENSG00000201684,RN7SKP239,RN7SKP239-201684
ENSG00000275484,ENSG00000275484.1,ENSG00000275484.1-275484
ENSG00000255949,RPS6KB2-AS1,RPS6KB2-AS1-255949
ENSG00000289343,ENSG00000289343.1,ENSG00000289343.1-289343
ENSG00000283257,ENSG00000283257.1,ENSG00000283257.1-283257
ENSG00000184224,NDUFV1-DT,NDUFV1-DT-184224
ENSG00000255119,ENSG00000255119.1,ENSG00000255119.1-255119
ENSG00000227834,ENSG00000227834.1,ENSG00000227834.1-227834
ENSG00000239559,RPL37P2,RPL37P2-239559
ENSG00000254447,ENSG00000254447.3,ENSG00000254447.3-254447
ENSG00000254883,ENSG00000254883.1,ENSG00000254883.1-254883
ENSG00000254792,ENSG00000254792.1,ENSG00000254792.1-254792
ENSG00000251637,LINC02754,LINC02754-251637
ENSG00000243672,RPS3AP40,RPS3AP40-243672
ENSG00000290995,ENSG00000290995.1,ENSG00000290995.1-290995
ENSG00000254850,ENSG00000254850.2,ENSG00000254850.2-254850
ENSG00000254610,ENSG00000254610.4,ENSG00000254610.4-254610
ENSG00000255306,GLTC1,GLTC1-255306
ENSG00000289908,ENSG00000289908.1,ENSG00000289908.1-289908
ENSG00000255031,ENSG00000255031.5,ENSG00000255031.5-255031
ENSG00000255236,CHKA-DT,CHKA-DT-255236
ENSG00000286369,ENSG00000286369.2,ENSG00000286369.2-286369
ENSG00000260808,ENSG00000260808.1,ENSG00000260808.1-260808
ENSG00000250508,LINC02701,LINC02701-250508
ENSG00000197345,MRPL21,MRPL21-197345
ENSG00000255741,ENSG00000255741.1,ENSG00000255741.1-255741
ENSG00000261625,ENSG00000261625.1,ENSG00000261625.1-261625
ENSG00000261276,ENSG00000261276.1,ENSG00000261276.1-261276
ENSG00000256508,MRGPRF-AS1,MRGPRF-AS1-256508
ENSG00000287725,ENSG00000287725.2,ENSG00000287725.2-287725
ENSG00000260895,ENSG00000260895.1,ENSG00000260895.1-260895
ENSG00000261070,ENSG00000261070.1,ENSG00000261070.1-261070
ENSG00000260877,ENSG00000260877.3,ENSG00000260877.3-260877
ENSG00000259854,LINC02956,LINC02956-259854
ENSG00000255980,LINC02953,LINC02953-255980
ENSG00000255606,LINC02952,LINC02952-255606
ENSG00000261347,ENSG00000261347.1,ENSG00000261347.1-261347
ENSG00000255774,LINC02747,LINC02747-255774
ENSG00000285094,LINC01488,LINC01488-285094
ENSG00000260348,ENSG00000260348.1,ENSG00000260348.1-260348
ENSG00000260679,ENSG00000260679.1,ENSG00000260679.1-260679
ENSG00000255191,ENSG00000255191.1,ENSG00000255191.1-255191
ENSG00000254605,ENSG00000254605.1,ENSG00000254605.1-254605
ENSG00000248844,LINC02753,LINC02753-248844
ENSG00000254417,LINC02584,LINC02584-254417
ENSG00000255143,ENSG00000255143.1,ENSG00000255143.1-255143
ENSG00000254902,ANO1-AS1,ANO1-AS1-254902
ENSG00000254721,ENSG00000254721.1,ENSG00000254721.1-254721
ENSG00000289074,ENSG00000289074.2,ENSG00000289074.2-289074
ENSG00000254604,ENSG00000254604.1,ENSG00000254604.1-254604
ENSG00000254484,ENSG00000254484.1,ENSG00000254484.1-254484
ENSG00000255539,ENSG00000255539.1,ENSG00000255539.1-255539
ENSG00000254495,ENSG00000254495.1,ENSG00000254495.1-254495
ENSG00000246889,CTTN-DT,CTTN-DT-246889
ENSG00000227726,ENSG00000227726.1,ENSG00000227726.1-227726
ENSG00000279459,ENSG00000279459.1,ENSG00000279459.1-279459
ENSG00000226627,SHANK2-AS1,SHANK2-AS1-226627
ENSG00000236262,SHANK2-AS2,SHANK2-AS2-236262
ENSG00000207196,Y_RNA,Y_RNA-207196
ENSG00000280089,ENSG00000280089.1,ENSG00000280089.1-280089
ENSG00000171671,SHANK2-AS3,SHANK2-AS3-171671
ENSG00000286708,ENSG00000286708.1,ENSG00000286708.1-286708
ENSG00000254682,DHCR7-DT,DHCR7-DT-254682
ENSG00000254924,ENSG00000254924.2,ENSG00000254924.2-254924
ENSG00000286948,ENSG00000286948.1,ENSG00000286948.1-286948
ENSG00000284625,ENSG00000284625.1,ENSG00000284625.1-284625
ENSG00000239481,RPS3AP41,RPS3AP41-239481
ENSG00000254972,ENSG00000254972.1,ENSG00000254972.1-254972
ENSG00000290775,ENSG00000290775.1,ENSG00000290775.1-290775
ENSG00000291247,ENSG00000291247.1,ENSG00000291247.1-291247
ENSG00000285933,ENSG00000285933.1,ENSG00000285933.1-285933
ENSG00000291186,ENSG00000291186.1,ENSG00000291186.1-291186
ENSG00000252902,RNA5SP342,RNA5SP342-252902
ENSG00000290736,ENSG00000290736.1,ENSG00000290736.1-290736
ENSG00000255296,ENSG00000255296.1,ENSG00000255296.1-255296
ENSG00000251143,NUMA1-AS1,NUMA1-AS1-251143
ENSG00000204971,ENSG00000204971.3,ENSG00000204971.3-204971
ENSG00000255860,ENSG00000255860.3,ENSG00000255860.3-255860
ENSG00000228286,ENSG00000228286.3,ENSG00000228286.3-228286
ENSG00000285864,ENSG00000285864.1,ENSG00000285864.1-285864
ENSG00000213365,ENSG00000213365.3,ENSG00000213365.3-213365
ENSG00000255843,ENSG00000255843.1,ENSG00000255843.1-255843
ENSG00000256739,ENSG00000256739.1,ENSG00000256739.1-256739
ENSG00000255672,ENSG00000255672.1,ENSG00000255672.1-255672
ENSG00000256403,ENSG00000256403.1,ENSG00000256403.1-256403
ENSG00000290016,ENSG00000290016.1,ENSG00000290016.1-290016
ENSG00000276109,ENSG00000276109.1,ENSG00000276109.1-276109
ENSG00000274664,ENSG00000274664.1,ENSG00000274664.1-274664
ENSG00000227467,LINC01537,LINC01537-227467
ENSG00000256633,PDE2A-AS2,PDE2A-AS2-256633
ENSG00000255808,PDE2A-AS1,PDE2A-AS1-255808
ENSG00000256007,ARAP1-AS1,ARAP1-AS1-256007
ENSG00000286555,ENSG00000286555.1,ENSG00000286555.1-286555
ENSG00000245148,ARAP1-AS2,ARAP1-AS2-245148
ENSG00000244134,RPS12P20,RPS12P20-244134
ENSG00000202522,Y_RNA,Y_RNA-202522
ENSG00000285693,ENSG00000285693.2,ENSG00000285693.2-285693
ENSG00000234751,RPL15P16,RPL15P16-234751
ENSG00000289625,IUR1,IUR1-289625
ENSG00000256568,ENSG00000256568.2,ENSG00000256568.2-256568
ENSG00000215841,ENSG00000215841.4,ENSG00000215841.4-215841
ENSG00000260401,ENSG00000260401.1,ENSG00000260401.1-260401
ENSG00000257038,ARHGEF17-AS1,ARHGEF17-AS1-257038
ENSG00000256928,ENSG00000256928.1,ENSG00000256928.1-256928
ENSG00000256448,ENSG00000256448.5,ENSG00000256448.5-256448
ENSG00000255786,ENSG00000255786.1,ENSG00000255786.1-255786
ENSG00000256148,ENSG00000256148.1,ENSG00000256148.1-256148
ENSG00000270323,ENSG00000270323.1,ENSG00000270323.1-270323
ENSG00000255928,ENSG00000255928.1,ENSG00000255928.1-255928
ENSG00000256034,ENSG00000256034.1,ENSG00000256034.1-256034
ENSG00000175581,MRPL48,MRPL48-175581
ENSG00000199975,RN7SKP243,RN7SKP243-199975
ENSG00000181924,COA4,COA4-181924
ENSG00000255847,ENSG00000255847.5,ENSG00000255847.5-255847
ENSG00000287425,ENSG00000287425.1,ENSG00000287425.1-287425
ENSG00000256723,ENSG00000256723.1,ENSG00000256723.1-256723
ENSG00000256098,ENSG00000256098.1,ENSG00000256098.1-256098
ENSG00000284736,RNA5SP343,RNA5SP343-284736
ENSG00000280269,ENSG00000280269.1,ENSG00000280269.1-280269
ENSG00000206913,ENSG00000206913.1,ENSG00000206913.1-206913
ENSG00000246211,P4HA3-AS1,P4HA3-AS1-246211
ENSG00000254631,ENSG00000254631.5,ENSG00000254631.5-254631
ENSG00000255440,ENSG00000255440.2,ENSG00000255440.2-255440
ENSG00000254928,ENSG00000254928.1,ENSG00000254928.1-254928
ENSG00000254974,ENSG00000254974.1,ENSG00000254974.1-254974
ENSG00000254837,LIPT2-AS1,LIPT2-AS1-254837
ENSG00000223202,RN7SKP297,RN7SKP297-223202
ENSG00000279353,ENSG00000279353.1,ENSG00000279353.1-279353
ENSG00000241097,RPL36AP38,RPL36AP38-241097
ENSG00000227615,ENSG00000227615.1,ENSG00000227615.1-227615
ENSG00000278879,ENSG00000278879.1,ENSG00000278879.1-278879
ENSG00000241170,RPL31P46,RPL31P46-241170
ENSG00000286943,ENSG00000286943.1,ENSG00000286943.1-286943
ENSG00000284722,ENSG00000284722.2,ENSG00000284722.2-284722
ENSG00000255395,ENSG00000255395.1,ENSG00000255395.1-255395
ENSG00000255136,TPBGL-AS1,TPBGL-AS1-255136
ENSG00000254429,ENSG00000254429.1,ENSG00000254429.1-254429
ENSG00000279117,ENSG00000279117.1,ENSG00000279117.1-279117
ENSG00000254963,ENSG00000254963.1,ENSG00000254963.1-254963
ENSG00000149273,RPS3,RPS3-149273
ENSG00000254460,ENSG00000254460.1,ENSG00000254460.1-254460
ENSG00000255326,MAP6-AS1,MAP6-AS1-255326
ENSG00000255434,ENSG00000255434.1,ENSG00000255434.1-255434
ENSG00000254630,ENSG00000254630.1,ENSG00000254630.1-254630
ENSG00000255280,ENSG00000255280.1,ENSG00000255280.1-255280
ENSG00000247867,DGAT2-DT,DGAT2-DT-247867
ENSG00000254826,ENSG00000254826.1,ENSG00000254826.1-254826
ENSG00000254814,ENSG00000254814.1,ENSG00000254814.1-254814
ENSG00000255507,UVRAG-DT,UVRAG-DT-255507
ENSG00000200256,Y_RNA,Y_RNA-200256
ENSG00000199362,Y_RNA,Y_RNA-199362
ENSG00000255081,ENSG00000255081.1,ENSG00000255081.1-255081
ENSG00000223013,RNA5SP344,RNA5SP344-223013
ENSG00000254915,ENSG00000254915.1,ENSG00000254915.1-254915
ENSG00000255421,ENSG00000255421.1,ENSG00000255421.1-255421
ENSG00000254933,ENSG00000254933.1,ENSG00000254933.1-254933
ENSG00000255362,LINC02761,LINC02761-255362
ENSG00000201756,Y_RNA,Y_RNA-201756
ENSG00000255135,EMSY-DT,EMSY-DT-255135
ENSG00000254755,ENSG00000254755.1,ENSG00000254755.1-254755
ENSG00000255363,LINC02757,LINC02757-255363
ENSG00000255479,ENSG00000255479.1,ENSG00000255479.1-255479
ENSG00000254810,ENSG00000254810.2,ENSG00000254810.2-254810
ENSG00000236304,LRRC32-AS1,LRRC32-AS1-236304
ENSG00000254975,ENSG00000254975.1,ENSG00000254975.1-254975
ENSG00000291249,ENSG00000291249.1,ENSG00000291249.1-291249
ENSG00000290785,ENSG00000290785.1,ENSG00000290785.1-290785
ENSG00000254632,ENSG00000254632.2,ENSG00000254632.2-254632
ENSG00000255100,TSKU-AS1,TSKU-AS1-255100
ENSG00000261578,ENSG00000261578.1,ENSG00000261578.1-261578
ENSG00000254988,ACER3-AS1,ACER3-AS1-254988
ENSG00000224829,TOMM20P1,TOMM20P1-224829
ENSG00000268635,ENSG00000268635.2,ENSG00000268635.2-268635
ENSG00000206816,Y_RNA,Y_RNA-206816
ENSG00000254985,RSF1-IT2,RSF1-IT2-254985
ENSG00000255409,RSF1-IT1,RSF1-IT1-255409
ENSG00000219529,ENSG00000219529.2,ENSG00000219529.2-219529
ENSG00000254459,ENSG00000254459.1,ENSG00000254459.1-254459
ENSG00000254691,ENSG00000254691.1,ENSG00000254691.1-254691
ENSG00000255449,ENSG00000255449.1,ENSG00000255449.1-255449
ENSG00000241782,RPL21P95,RPL21P95-241782
ENSG00000255115,ENSG00000255115.2,ENSG00000255115.2-255115
ENSG00000254829,KCTD14-AS2,KCTD14-AS2-254829
ENSG00000254675,ENSG00000254675.1,ENSG00000254675.1-254675
ENSG00000246174,KCTD21-AS1,KCTD21-AS1-246174
ENSG00000288538,ENSG00000288538.1,ENSG00000288538.1-288538
ENSG00000288853,ENSG00000288853.1,ENSG00000288853.1-288853
ENSG00000254420,ENSG00000254420.1,ENSG00000254420.1-254420
ENSG00000254649,ENSG00000254649.1,ENSG00000254649.1-254649
ENSG00000251323,LINC02728,LINC02728-251323
ENSG00000255084,NARS2-AS1,NARS2-AS1-255084
ENSG00000254563,ENSG00000254563.1,ENSG00000254563.1-254563
ENSG00000255345,TENM4-AS1,TENM4-AS1-255345
ENSG00000254885,ENSG00000254885.1,ENSG00000254885.1-254885
ENSG00000255209,ENSG00000255209.1,ENSG00000255209.1-255209
ENSG00000279295,ENSG00000279295.1,ENSG00000279295.1-279295
ENSG00000254471,ENSG00000254471.1,ENSG00000254471.1-254471
ENSG00000254434,ENSG00000254434.1,ENSG00000254434.1-254434
ENSG00000255178,LINC02720,LINC02720-255178
ENSG00000254437,COX6A1P4,COX6A1P4-254437
ENSG00000285568,ENSG00000285568.1,ENSG00000285568.1-285568
ENSG00000287912,ENSG00000287912.2,ENSG00000287912.2-287912
ENSG00000254747,MTND4LP18,MTND4LP18-254747
ENSG00000255316,MTND6P25,MTND6P25-255316
ENSG00000245832,MIR4300HG,MIR4300HG-245832
ENSG00000270701,ENSG00000270701.1,ENSG00000270701.1-270701
ENSG00000254511,ENSG00000254511.1,ENSG00000254511.1-254511
ENSG00000255246,ENSG00000255246.2,ENSG00000255246.2-255246
ENSG00000227097,RPS28P7,RPS28P7-227097
ENSG00000255382,LINC02734,LINC02734-255382
ENSG00000242279,RPL7AP54,RPL7AP54-242279
ENSG00000254698,ENSG00000254698.1,ENSG00000254698.1-254698
ENSG00000254522,ENSG00000254522.1,ENSG00000254522.1-254522
ENSG00000246067,RAB30-DT,RAB30-DT-246067
ENSG00000255503,LINC02951,LINC02951-255503
ENSG00000279900,ENSG00000279900.1,ENSG00000279900.1-279900
ENSG00000254676,ENSG00000254676.1,ENSG00000254676.1-254676
ENSG00000247137,ANKRD42-DT,ANKRD42-DT-247137
ENSG00000269939,PCF11-AS1,PCF11-AS1-269939
ENSG00000254551,ENSG00000254551.1,ENSG00000254551.1-254551
ENSG00000241020,RPL32P24,RPL32P24-241020
ENSG00000255234,CCDC90B-AS1,CCDC90B-AS1-255234
ENSG00000274004,ENSG00000274004.1,ENSG00000274004.1-274004
ENSG00000255311,DLG2-AS2,DLG2-AS2-255311
ENSG00000254629,ENSG00000254629.1,ENSG00000254629.1-254629
ENSG00000240174,ENSG00000240174.1,ENSG00000240174.1-240174
ENSG00000254787,ENSG00000254787.1,ENSG00000254787.1-254787
ENSG00000274006,ENSG00000274006.1,ENSG00000274006.1-274006
ENSG00000276179,ENSG00000276179.1,ENSG00000276179.1-276179
ENSG00000255555,ENSG00000255555.1,ENSG00000255555.1-255555
ENSG00000255396,ENSG00000255396.2,ENSG00000255396.2-255396
ENSG00000254684,ENSG00000254684.1,ENSG00000254684.1-254684
ENSG00000254897,ENSG00000254897.1,ENSG00000254897.1-254897
ENSG00000171204,TMEM126B,TMEM126B-171204
ENSG00000171202,TMEM126A,TMEM126A-171202
ENSG00000279742,ENSG00000279742.1,ENSG00000279742.1-279742
ENSG00000255005,ENSG00000255005.1,ENSG00000255005.1-255005
ENSG00000254699,LINC02695,LINC02695-254699
ENSG00000276669,Metazoa_SRP,Metazoa_SRP-276669
ENSG00000288809,ENSG00000288809.1,ENSG00000288809.1-288809
ENSG00000254783,ENSG00000254783.1,ENSG00000254783.1-254783
ENSG00000254733,ENSG00000254733.1,ENSG00000254733.1-254733
ENSG00000278989,ENSG00000278989.1,ENSG00000278989.1-278989
ENSG00000254731,ENSG00000254731.1,ENSG00000254731.1-254731
ENSG00000255250,ENSG00000255250.2,ENSG00000255250.2-255250
ENSG00000269895,ENSG00000269895.1,ENSG00000269895.1-269895
ENSG00000255471,PRSS23-AS1,PRSS23-AS1-255471
ENSG00000280339,ENSG00000280339.1,ENSG00000280339.1-280339
ENSG00000246523,FZD4-DT,FZD4-DT-246523
ENSG00000279836,ENSG00000279836.1,ENSG00000279836.1-279836
ENSG00000213287,ENSG00000213287.3,ENSG00000213287.3-213287
ENSG00000270510,ENSG00000270510.1,ENSG00000270510.1-270510
ENSG00000255391,ENSG00000255391.1,ENSG00000255391.1-255391
ENSG00000279701,ENSG00000279701.1,ENSG00000279701.1-279701
ENSG00000278929,ENSG00000278929.1,ENSG00000278929.1-278929
ENSG00000283412,U6,U6-283412
ENSG00000255183,LINC02711,LINC02711-255183
ENSG00000279341,ENSG00000279341.1,ENSG00000279341.1-279341
ENSG00000254650,MTCYBP41,MTCYBP41-254650
ENSG00000255022,ENSG00000255022.1,ENSG00000255022.1-255022
ENSG00000279793,ENSG00000279793.1,ENSG00000279793.1-279793
ENSG00000285835,ENSG00000285835.1,ENSG00000285835.1-285835
ENSG00000280307,ENSG00000280307.1,ENSG00000280307.1-280307
ENSG00000254794,ENSG00000254794.1,ENSG00000254794.1-254794
ENSG00000255516,ENSG00000255516.1,ENSG00000255516.1-255516
ENSG00000255102,ENSG00000255102.1,ENSG00000255102.1-255102
ENSG00000255241,ENSG00000255241.1,ENSG00000255241.1-255241
ENSG00000206690,Y_RNA,Y_RNA-206690
ENSG00000279733,ENSG00000279733.1,ENSG00000279733.1-279733
ENSG00000288018,ENSG00000288018.3,ENSG00000288018.3-288018
ENSG00000255082,GRM5-AS1,GRM5-AS1-255082
ENSG00000279297,ENSG00000279297.1,ENSG00000279297.1-279297
ENSG00000279603,ENSG00000279603.1,ENSG00000279603.1-279603
ENSG00000279248,ENSG00000279248.1,ENSG00000279248.1-279248
ENSG00000279697,ENSG00000279697.1,ENSG00000279697.1-279697
ENSG00000255429,ENSG00000255429.1,ENSG00000255429.1-255429
ENSG00000279045,ENSG00000279045.1,ENSG00000279045.1-279045
ENSG00000279056,ENSG00000279056.1,ENSG00000279056.1-279056
ENSG00000280201,ENSG00000280201.1,ENSG00000280201.1-280201
ENSG00000279163,ENSG00000279163.1,ENSG00000279163.1-279163
ENSG00000255486,ENSG00000255486.1,ENSG00000255486.1-255486
ENSG00000255540,ENSG00000255540.1,ENSG00000255540.1-255540
ENSG00000254971,ENSG00000254971.1,ENSG00000254971.1-254971
ENSG00000255170,ENSG00000255170.2,ENSG00000255170.2-255170
ENSG00000204456,ENSG00000204456.4,ENSG00000204456.4-204456
ENSG00000290492,ENSG00000290492.1,ENSG00000290492.1-290492
ENSG00000255285,ENSG00000255285.1,ENSG00000255285.1-255285
ENSG00000250946,ENSG00000250946.2,ENSG00000250946.2-250946
ENSG00000255235,ENSG00000255235.1,ENSG00000255235.1-255235
ENSG00000254617,ENSG00000254617.1,ENSG00000254617.1-254617
ENSG00000254785,ENSG00000254785.1,ENSG00000254785.1-254785
ENSG00000255055,MTND1P35,MTND1P35-255055
ENSG00000254818,ENSG00000254818.1,ENSG00000254818.1-254818
ENSG00000278837,ENSG00000278837.1,ENSG00000278837.1-278837
ENSG00000255360,ENSG00000255360.1,ENSG00000255360.1-255360
ENSG00000254655,ENSG00000254655.1,ENSG00000254655.1-254655
ENSG00000255184,ENSG00000255184.1,ENSG00000255184.1-255184
ENSG00000254803,ENSG00000254803.1,ENSG00000254803.1-254803
ENSG00000255011,ENSG00000255011.1,ENSG00000255011.1-255011
ENSG00000254888,ENSG00000254888.2,ENSG00000254888.2-254888
ENSG00000254436,ENSG00000254436.1,ENSG00000254436.1-254436
ENSG00000286665,ENSG00000286665.1,ENSG00000286665.1-286665
ENSG00000207299,ENSG00000207299.1,ENSG00000207299.1-207299
ENSG00000279299,ENSG00000279299.1,ENSG00000279299.1-279299
ENSG00000280385,ENSG00000280385.1,ENSG00000280385.1-280385
ENSG00000280367,ENSG00000280367.1,ENSG00000280367.1-280367
ENSG00000261645,DISC1FP1,DISC1FP1-261645
ENSG00000280430,ENSG00000280430.1,ENSG00000280430.1-280430
ENSG00000280085,ENSG00000280085.1,ENSG00000280085.1-280085
ENSG00000279209,ENSG00000279209.1,ENSG00000279209.1-279209
ENSG00000279438,ENSG00000279438.1,ENSG00000279438.1-279438
ENSG00000255187,LINC02748,LINC02748-255187
ENSG00000280124,ENSG00000280124.1,ENSG00000280124.1-280124
ENSG00000278980,ENSG00000278980.1,ENSG00000278980.1-278980
ENSG00000280093,ENSG00000280093.1,ENSG00000280093.1-280093
ENSG00000255332,LINC02756,LINC02756-255332
ENSG00000278859,ENSG00000278859.1,ENSG00000278859.1-278859
ENSG00000242248,RPL7AP57,RPL7AP57-242248
ENSG00000254705,ENSG00000254705.1,ENSG00000254705.1-254705
ENSG00000244244,RPS3AP42,RPS3AP42-244244
ENSG00000255506,ENSG00000255506.1,ENSG00000255506.1-255506
ENSG00000282916,LINC02746,LINC02746-282916
ENSG00000290774,ENSG00000290774.1,ENSG00000290774.1-290774
ENSG00000254874,ENSG00000254874.1,ENSG00000254874.1-254874
ENSG00000242807,RPL26P31,RPL26P31-242807
ENSG00000278892,ENSG00000278892.1,ENSG00000278892.1-278892
ENSG00000279304,ENSG00000279304.1,ENSG00000279304.1-279304
ENSG00000255445,ENSG00000255445.1,ENSG00000255445.1-255445
ENSG00000280379,ENSG00000280379.1,ENSG00000280379.1-280379
ENSG00000279269,ENSG00000279269.1,ENSG00000279269.1-279269
ENSG00000233737,ENSG00000233737.3,ENSG00000233737.3-233737
ENSG00000255233,ENSG00000255233.1,ENSG00000255233.1-255233
ENSG00000279684,ENSG00000279684.1,ENSG00000279684.1-279684
ENSG00000279454,ENSG00000279454.1,ENSG00000279454.1-279454
ENSG00000278953,ENSG00000278953.1,ENSG00000278953.1-278953
